oppid,CompName,closedate,OppStage,OppName,Desc,amount,prob
679,Jaloo,1/20/2023,Lost,Seamless methodical superstructure,orchestrate distributed action-items,1081421,100
680,Yakidoo,5/15/2022,Lost,Reverse-engineered fresh-thinking moratorium,transform next-generation vortals,1915985,40
681,Meevee,7/19/2022,Discovery,Customizable fault-tolerant standardization,synergize revolutionary ROI,8823798,20
682,Innotype,7/3/2022,Won,Progressive holistic neural-net,target extensible functionalities,6877118,80
683,Nlounge,12/6/2022,Won,Enhanced executive workforce,utilize viral content,7013434,40
684,Browsebug,6/11/2022,Open,Visionary coherent extranet,drive seamless markets,4893736,100
685,Skinte,12/22/2022,Upside,Virtual intermediate task-force,whiteboard end-to-end e-business,3311696,40
686,Cogibox,9/5/2022,Upside,Organized didactic instruction set,synergize intuitive deliverables,5066783,40
687,Youopia,3/1/2023,Discovery,Devolved 4th generation access,enable compelling mindshare,7154785,80
688,Skippad,1/4/2022,Commit,Profound motivating functionalities,revolutionize bricks-and-clicks infomediaries,4431756,20
689,Zazio,1/11/2023,Discovery,Horizontal tangible installation,productize best-of-breed mindshare,8412360,40
690,Dabvine,7/9/2022,Commit,Optimized uniform core,disintermediate cross-media networks,3176614,40
691,Bluejam,7/12/2022,Open,Proactive intermediate success,e-enable 24/365 content,1281612,100
692,Browsecat,2/21/2023,Commit,Vision-oriented exuding internet solution,morph intuitive e-business,8116899,80
693,Youspan,10/1/2022,Upside,Pre-emptive bi-directional Graphical User Interface,whiteboard global channels,5863244,80
694,Kazio,2/11/2023,Won,Sharable content-based hardware,orchestrate cross-platform platforms,9633321,20
695,Izio,11/2/2022,Won,Team-oriented dynamic neural-net,generate user-centric convergence,9703302,100
696,Rhynoodle,9/10/2022,Lost,Extended human-resource function,innovate value-added communities,5357422,20
697,Skyba,2/28/2023,Discovery,Robust composite analyzer,visualize cutting-edge e-markets,5526603,60
698,Edgetag,3/6/2023,Commit,Automated user-facing standardization,cultivate back-end communities,7442980,60
699,Oyoba,3/7/2022,Commit,Up-sized exuding application,scale customized methodologies,9480538,20
700,Tekfly,4/10/2022,Open,Optional optimizing methodology,expedite impactful schemas,4669734,80
701,Divavu,7/4/2022,Discovery,User-centric eco-centric intranet,evolve value-added content,3747275,100
702,Quinu,2/14/2022,Open,Switchable background pricing structure,harness end-to-end initiatives,4774603,60
703,Avamba,1/3/2022,Lost,Advanced web-enabled productivity,engineer magnetic e-markets,529276,80
704,Rhybox,10/20/2022,Lost,Digitized upward-trending open architecture,aggregate frictionless supply-chains,2984688,60
705,Shuffletag,3/8/2023,Commit,Streamlined discrete superstructure,extend robust bandwidth,8337004,100
706,Edgewire,1/3/2023,Lost,Sharable radical Graphic Interface,facilitate strategic action-items,9572426,20
707,Agivu,12/17/2022,Won,Business-focused bifurcated paradigm,matrix seamless experiences,3005502,100
708,Mydeo,10/2/2022,Discovery,Proactive stable array,maximize B2C metrics,1487563,100
709,Flashset,12/4/2022,Open,Diverse methodical knowledge user,reintermediate dynamic metrics,3082046,100
710,Realcube,10/13/2022,Open,Fully-configurable multimedia monitoring,envisioneer open-source models,1602045,100
711,Meevee,6/5/2022,Lost,Business-focused tangible standardization,unleash customized technologies,9239839,20
712,Zoomlounge,7/23/2022,Discovery,Universal multi-tasking analyzer,exploit integrated mindshare,2050960,100
713,Teklist,10/25/2022,Discovery,Intuitive 24/7 knowledge user,deploy world-class methodologies,4692085,100
714,Flashset,7/17/2022,Commit,Assimilated bifurcated interface,generate distributed bandwidth,943888,80
715,Zazio,11/26/2022,Upside,Reduced asynchronous algorithm,streamline innovative infomediaries,8895938,80
716,Izio,11/6/2022,Lost,Enterprise-wide local service-desk,deploy end-to-end e-business,2055792,40
717,Meembee,8/6/2022,Upside,Inverse grid-enabled strategy,recontextualize strategic e-tailers,4108244,20
718,Blogtag,6/11/2022,Open,Cloned grid-enabled installation,expedite best-of-breed platforms,372180,100
719,Feednation,6/27/2022,Discovery,Business-focused multi-state algorithm,innovate front-end models,2314312,40
720,Yodel,2/10/2023,Commit,Decentralized cohesive leverage,transform visionary partnerships,4394600,80
721,Fivespan,6/15/2022,Open,Customer-focused object-oriented open architecture,envisioneer killer solutions,8404891,40
722,Agimba,6/3/2022,Won,Streamlined hybrid projection,syndicate global methodologies,7768347,20
723,Wikivu,7/15/2022,Won,Future-proofed optimal attitude,unleash bricks-and-clicks channels,9777096,60
724,Rhynoodle,2/17/2023,Lost,Ergonomic bi-directional local area network,exploit customized niches,3774383,40
725,Vidoo,2/5/2023,Open,Fundamental demand-driven budgetary management,strategize clicks-and-mortar communities,2893353,80
726,Skipstorm,8/1/2022,Open,Monitored bottom-line focus group,transform real-time metrics,4728015,80
727,Flashdog,12/8/2022,Won,Enterprise-wide optimal contingency,recontextualize frictionless initiatives,435771,40
728,Bubblebox,10/29/2022,Won,Organized user-facing monitoring,morph cross-platform e-markets,466537,60
729,Twiyo,9/17/2022,Lost,Synergized uniform challenge,cultivate world-class initiatives,6990565,80
730,Fliptune,11/21/2022,Won,Switchable maximized product,disintermediate collaborative markets,3092095,100
731,Photolist,10/6/2022,Commit,Universal well-modulated superstructure,disintermediate visionary paradigms,1567507,40
732,Linklinks,11/16/2022,Commit,Inverse leading edge pricing structure,strategize compelling platforms,1750933,80
733,Trilia,5/29/2022,Upside,De-engineered grid-enabled system engine,integrate seamless schemas,7736847,100
734,Kazio,2/2/2022,Discovery,Fully-configurable encompassing database,streamline clicks-and-mortar infomediaries,5347727,40
735,Omba,12/8/2022,Commit,Function-based background archive,reinvent cutting-edge models,6864213,60
736,Browseblab,3/7/2023,Commit,Optional holistic core,exploit clicks-and-mortar interfaces,6988907,40
737,Twimm,4/25/2022,Discovery,Innovative 5th generation array,repurpose world-class vortals,956005,100
738,Wikizz,10/25/2022,Open,Face to face reciprocal infrastructure,optimize interactive functionalities,8967597,60
739,Eare,3/5/2023,Upside,Managed exuding support,brand strategic e-business,7969224,80
740,Youopia,2/14/2022,Won,Cross-platform solution-oriented support,e-enable vertical experiences,6487531,60
741,Buzzbean,6/7/2022,Lost,Customizable hybrid middleware,productize web-enabled mindshare,3788775,80
742,Topiclounge,6/15/2022,Won,Devolved asymmetric matrices,benchmark 24/7 interfaces,8668019,40
743,Blogpad,2/4/2022,Upside,Up-sized encompassing Graphical User Interface,morph magnetic portals,9242650,60
744,Gabcube,1/19/2022,Upside,Face to face maximized protocol,leverage synergistic paradigms,347642,40
745,Meembee,6/11/2022,Lost,Customizable system-worthy portal,morph best-of-breed users,1420375,100
746,Fatz,3/15/2023,Won,Synergistic methodical projection,grow strategic metrics,8371580,60
747,Quinu,8/1/2022,Upside,Virtual eco-centric time-frame,brand revolutionary models,9076497,20
748,Devpoint,2/23/2022,Discovery,Face to face systematic protocol,brand wireless users,1063089,40
749,BlogXS,8/5/2022,Upside,Public-key reciprocal collaboration,visualize visionary technologies,8219843,20
750,Aivee,11/15/2022,Commit,Virtual user-facing knowledge base,embrace turn-key convergence,4575065,100
751,Abata,12/15/2022,Commit,Stand-alone hybrid installation,scale value-added relationships,5763845,60
752,Skinix,8/20/2022,Open,Polarised uniform function,deploy bricks-and-clicks eyeballs,2736134,80
753,Omba,2/1/2022,Open,Polarised local matrix,redefine vertical infomediaries,9472307,80
754,Babbleset,5/5/2022,Open,Optimized solution-oriented workforce,embrace turn-key niches,4942803,100
755,Oyonder,12/22/2022,Discovery,Managed fault-tolerant projection,scale real-time convergence,5345222,100
756,Vipe,6/27/2022,Discovery,Re-contextualized client-server access,incentivize bricks-and-clicks niches,5377044,60
757,Camido,4/5/2022,Open,Assimilated scalable software,envisioneer frictionless web services,4386864,100
758,Edgeblab,9/12/2022,Commit,Function-based regional access,brand out-of-the-box models,3379480,20
759,Flipopia,1/7/2022,Discovery,Re-engineered zero administration analyzer,aggregate customized action-items,4357192,100
760,Quatz,12/6/2022,Discovery,Team-oriented mission-critical internet solution,implement proactive e-markets,3041070,60
761,Zoozzy,9/15/2022,Lost,Re-contextualized explicit pricing structure,maximize user-centric technologies,294464,20
762,Oba,3/19/2022,Discovery,Enterprise-wide tertiary policy,brand killer web-readiness,3111290,20
763,Meeveo,12/18/2022,Open,Reactive non-volatile adapter,unleash transparent bandwidth,3856669,60
764,Vinte,9/12/2022,Discovery,Open-architected fresh-thinking functionalities,maximize B2B e-tailers,9933349,60
765,Gigaclub,8/28/2022,Open,Automated client-server core,generate clicks-and-mortar architectures,2915150,20
766,Browsetype,6/1/2022,Won,Focused non-volatile capability,transform interactive e-tailers,8012683,100
767,Talane,10/29/2022,Won,Business-focused needs-based definition,morph proactive metrics,3647034,80
768,Fliptune,11/26/2022,Won,Right-sized radical data-warehouse,exploit sexy vortals,7996905,100
769,Realblab,8/20/2022,Lost,Phased solution-oriented moratorium,optimize transparent web services,2134717,20
770,Yozio,12/13/2022,Upside,Multi-tiered client-driven budgetary management,reintermediate frictionless paradigms,1522156,100
771,Buzzster,2/8/2023,Open,Enhanced user-facing moratorium,enhance next-generation e-business,7593171,80
772,Meedoo,7/29/2022,Won,Pre-emptive upward-trending collaboration,architect next-generation content,174275,100
773,Vitz,1/7/2023,Upside,User-centric high-level parallelism,matrix web-enabled systems,4234114,20
774,Shuffledrive,6/7/2022,Upside,Networked real-time complexity,matrix integrated partnerships,5782738,40
775,Riffpedia,7/29/2022,Won,Optional scalable collaboration,reintermediate synergistic technologies,7311397,80
776,Dynava,5/25/2022,Won,Object-based multi-tasking pricing structure,monetize synergistic e-markets,1178149,80
777,Skippad,9/18/2022,Discovery,Organized object-oriented synergy,drive global architectures,4944833,80
778,Trudeo,8/25/2022,Open,Cloned local groupware,cultivate impactful vortals,5826179,20
779,Abatz,7/15/2022,Discovery,Pre-emptive optimizing utilisation,recontextualize sexy paradigms,3388394,20
780,Quinu,1/4/2023,Upside,Up-sized real-time neural-net,redefine sticky schemas,4248478,80
781,Zooxo,12/1/2022,Commit,Horizontal 24 hour productivity,enable interactive schemas,6975244,40
782,Jaxnation,10/10/2022,Lost,Object-based demand-driven ability,syndicate dynamic e-markets,6497127,80
783,Tanoodle,4/27/2022,Discovery,Monitored analyzing core,generate B2B solutions,9862045,80
784,Eamia,3/18/2022,Open,Focused intermediate concept,seize dynamic supply-chains,9609639,40
785,Wikido,9/25/2022,Commit,Up-sized analyzing software,mesh proactive models,1225327,40
786,Oodoo,5/9/2022,Won,Stand-alone regional neural-net,generate back-end metrics,2170088,20
787,Bluejam,1/15/2023,Commit,Intuitive secondary adapter,whiteboard killer metrics,369879,100
788,Flashspan,9/25/2022,Open,Public-key neutral focus group,harness viral portals,5008785,20
789,Cogidoo,1/1/2023,Discovery,Digitized impactful software,orchestrate cross-media users,3591851,20
790,Viva,5/11/2022,Discovery,Configurable client-driven product,recontextualize front-end e-commerce,7750483,100
791,Babbleset,3/31/2022,Open,Networked multi-state local area network,unleash seamless web services,5496984,40
792,Voolia,2/16/2023,Upside,Persistent radical paradigm,harness extensible vortals,4842285,80
793,Flashpoint,1/11/2023,Discovery,Synergized well-modulated policy,orchestrate cross-media infomediaries,919185,100
794,Vitz,1/15/2023,Lost,Distributed dedicated solution,monetize real-time eyeballs,5879848,100
795,Kayveo,12/31/2022,Open,Visionary reciprocal moratorium,strategize synergistic users,2004418,40
796,Kwilith,6/10/2022,Lost,Extended web-enabled workforce,streamline compelling communities,9618324,60
797,Flipopia,3/23/2022,Discovery,Synchronised logistical methodology,orchestrate intuitive interfaces,5491814,80
798,Oba,2/6/2023,Won,User-friendly empowering intranet,productize mission-critical communities,5132790,20
799,Zoombox,11/26/2022,Won,Enterprise-wide attitude-oriented ability,target visionary vortals,1254535,40
800,Skipstorm,5/5/2022,Commit,Programmable didactic encryption,monetize bricks-and-clicks convergence,7739008,80
801,Skynoodle,5/5/2022,Upside,Enhanced static Graphic Interface,matrix cross-media technologies,9546935,60
802,Voonix,2/22/2023,Upside,Visionary mobile secured line,evolve proactive e-services,4456682,100
803,Roomm,10/27/2022,Lost,Synergistic modular standardization,transform interactive convergence,6554676,20
804,Vitz,5/6/2022,Discovery,Multi-tiered user-facing moratorium,unleash mission-critical paradigms,1026153,80
805,Photobean,4/5/2022,Upside,Assimilated discrete contingency,exploit e-business eyeballs,1597567,60
806,Twiyo,3/23/2022,Upside,Total asymmetric protocol,generate customized relationships,4530567,80
807,Vidoo,9/4/2022,Discovery,Mandatory modular middleware,incubate revolutionary supply-chains,4779741,40
808,Gigaclub,7/25/2022,Upside,Profound maximized success,unleash bricks-and-clicks action-items,8616755,100
809,Oyope,2/4/2023,Open,Universal bi-directional encryption,productize robust e-commerce,4412958,20
810,Jaxspan,11/5/2022,Won,Multi-tiered dedicated alliance,monetize impactful supply-chains,2921095,20
811,Aivee,8/30/2022,Lost,Up-sized cohesive structure,redefine cross-media eyeballs,5661569,20
812,Fivebridge,2/24/2022,Upside,Progressive maximized info-mediaries,orchestrate scalable technologies,9248544,100
813,Skajo,1/10/2022,Won,Triple-buffered exuding hierarchy,harness holistic eyeballs,6479322,40
814,Babbleopia,3/25/2022,Won,Synergized methodical pricing structure,expedite cross-media schemas,586758,80
815,Oyoloo,3/20/2022,Upside,Self-enabling multimedia success,innovate cross-media infrastructures,233375,100
816,Chatterbridge,3/22/2022,Discovery,Automated exuding interface,monetize sexy technologies,6850311,80
817,Jabbersphere,2/8/2023,Won,Managed contextually-based monitoring,leverage vertical networks,2404047,80
818,Tazz,2/2/2023,Commit,Reduced secondary superstructure,aggregate magnetic mindshare,6990216,60
819,Camimbo,7/31/2022,Discovery,User-friendly directional superstructure,deploy user-centric relationships,809193,60
820,Topdrive,1/30/2022,Open,Future-proofed non-volatile function,streamline mission-critical initiatives,4290680,80
821,Abata,9/8/2022,Won,Business-focused heuristic emulation,streamline dot-com relationships,6253956,20
822,Skimia,4/18/2022,Discovery,Realigned system-worthy architecture,innovate compelling portals,3253311,60
823,Linkbuzz,4/17/2022,Upside,Vision-oriented exuding focus group,benchmark leading-edge partnerships,8650055,20
824,Thoughtbridge,4/3/2022,Upside,Reverse-engineered system-worthy capacity,orchestrate global vortals,8849733,60
825,Katz,1/17/2022,Upside,Robust explicit portal,reintermediate wireless eyeballs,8813162,40
826,Kare,2/8/2023,Lost,Secured non-volatile structure,utilize web-enabled functionalities,6804229,40
827,Voomm,6/26/2022,Upside,Up-sized foreground firmware,visualize world-class eyeballs,3976931,60
828,Topdrive,5/26/2022,Discovery,Sharable maximized challenge,architect 24/7 ROI,8398906,40
829,Kaymbo,6/30/2022,Lost,Compatible asymmetric adapter,utilize sexy niches,6076251,20
830,Shufflester,2/26/2022,Discovery,Networked object-oriented synergy,implement e-business e-business,8257207,100
831,Linkbridge,9/3/2022,Discovery,Focused responsive pricing structure,morph one-to-one deliverables,9027312,80
832,Oloo,2/18/2023,Upside,Business-focused global circuit,repurpose collaborative models,4137012,100
833,Rhycero,11/27/2022,Upside,Organic systemic array,engineer clicks-and-mortar schemas,6459531,20
834,Layo,1/3/2022,Discovery,Fundamental discrete core,generate one-to-one architectures,8417375,20
835,Vimbo,1/4/2023,Open,Versatile client-driven budgetary management,incentivize global e-services,4963718,80
836,Midel,7/13/2022,Open,Focused transitional algorithm,enable B2C initiatives,8941433,80
837,Gigaclub,1/28/2022,Commit,Decentralized responsive migration,grow dot-com e-commerce,7256837,20
838,Vimbo,5/1/2022,Lost,Multi-tiered tertiary neural-net,monetize virtual web services,7020917,40
839,Photolist,4/1/2022,Lost,Business-focused systemic core,engineer cutting-edge synergies,5032974,40
840,Zazio,1/30/2022,Open,Progressive non-volatile capability,exploit web-enabled mindshare,2651341,40
841,Feedfire,11/18/2022,Won,Intuitive multimedia support,orchestrate viral communities,4373998,100
842,Browsetype,3/15/2022,Won,Assimilated radical instruction set,aggregate efficient methodologies,8906752,20
843,Wordware,2/12/2022,Commit,Organized next generation portal,enable dot-com web-readiness,9220944,100
844,Mydo,12/9/2022,Upside,Multi-lateral client-server archive,facilitate global partnerships,6029457,80
845,Dabshots,5/9/2022,Won,Multi-channelled composite capability,morph intuitive interfaces,9785188,80
846,Myworks,8/20/2022,Commit,Profit-focused mission-critical open architecture,extend scalable web services,4189292,40
847,Zoombeat,4/17/2022,Commit,Face to face leading edge service-desk,harness interactive web-readiness,3250850,80
848,Dablist,2/2/2023,Discovery,Profit-focused 6th generation benchmark,architect front-end paradigms,8934467,40
849,Kwinu,6/2/2022,Won,Up-sized stable product,architect value-added channels,370893,100
850,Gigaclub,4/6/2022,Lost,Quality-focused composite protocol,mesh vertical metrics,2404212,20
851,Talane,6/19/2022,Commit,Reverse-engineered high-level monitoring,transition transparent synergies,1933793,60
852,Eayo,2/17/2023,Lost,Diverse upward-trending benchmark,deliver wireless applications,7052698,60
853,Voolith,5/18/2022,Lost,Proactive actuating artificial intelligence,reinvent real-time technologies,8062850,40
854,Roombo,3/11/2022,Open,De-engineered zero tolerance functionalities,engineer sticky bandwidth,6202589,100
855,Wikido,9/20/2022,Upside,Versatile fresh-thinking support,transition e-business schemas,3636482,20
856,Dynabox,12/21/2022,Commit,Stand-alone impactful hardware,innovate robust functionalities,8161420,100
857,Skiptube,10/1/2022,Won,Customer-focused explicit definition,generate clicks-and-mortar infrastructures,3014181,40
858,Topicware,3/30/2022,Upside,Implemented demand-driven workforce,scale B2C systems,2756333,40
859,Twitterbridge,9/10/2022,Won,Front-line content-based monitoring,innovate distributed initiatives,9543556,60
860,Zoomcast,5/30/2022,Discovery,Triple-buffered asymmetric projection,empower granular portals,4527586,100
861,Eamia,10/22/2022,Discovery,Automated client-driven contingency,monetize dynamic methodologies,5906641,40
862,Avamba,4/1/2022,Commit,Implemented multi-state architecture,monetize innovative experiences,2174281,40
863,Jabberbean,5/2/2022,Discovery,Enhanced grid-enabled matrix,extend integrated e-commerce,2222309,20
864,Eidel,6/17/2022,Open,Optimized empowering internet solution,grow one-to-one content,7858515,20
865,Centizu,8/18/2022,Commit,Enterprise-wide disintermediate capability,recontextualize rich networks,2765348,20
866,Katz,3/10/2022,Open,Implemented bottom-line local area network,engage 24/365 interfaces,4619851,100
867,Camido,8/25/2022,Discovery,Persevering empowering frame,maximize bricks-and-clicks e-tailers,9614731,40
868,Vinder,11/2/2022,Commit,Distributed zero defect portal,scale B2B experiences,8411777,60
869,Youopia,1/3/2023,Discovery,Persistent exuding installation,synergize front-end ROI,5815821,20
870,Fivespan,4/13/2022,Open,Focused next generation portal,e-enable extensible e-services,1635097,80
871,Flashpoint,8/13/2022,Lost,Progressive explicit instruction set,morph sticky e-markets,9466005,20
872,Quimm,3/31/2022,Upside,Profound intermediate open system,evolve 24/365 partnerships,4739625,80
873,Avamm,11/11/2022,Commit,Balanced client-driven productivity,recontextualize e-business ROI,4372226,100
874,Agimba,9/5/2022,Commit,Reactive national contingency,repurpose dynamic e-markets,159810,40
875,Rhybox,11/1/2022,Open,Up-sized background algorithm,facilitate value-added deliverables,5930152,100
876,Mita,10/21/2022,Open,Upgradable needs-based functionalities,transform one-to-one deliverables,7030604,20
877,Flashset,11/14/2022,Commit,Realigned uniform groupware,enable user-centric functionalities,1243033,60
878,Blogpad,2/13/2022,Upside,Cross-group background flexibility,productize leading-edge e-services,2411374,100
879,Quatz,6/24/2022,Open,Right-sized non-volatile encoding,recontextualize back-end methodologies,4926709,100
880,Mymm,12/18/2022,Discovery,Multi-lateral client-driven methodology,incentivize rich portals,9805935,80
881,Fatz,4/25/2022,Won,Face to face dedicated alliance,streamline front-end e-markets,7234097,60
882,Dabfeed,10/31/2022,Commit,Seamless directional concept,enable cutting-edge e-markets,1068657,40
883,Twinder,1/26/2022,Open,Public-key non-volatile Graphical User Interface,visualize visionary schemas,438879,20
884,Riffwire,1/7/2023,Discovery,Synergized dynamic collaboration,enhance viral content,6430661,60
885,Reallinks,8/18/2022,Upside,Organic system-worthy product,orchestrate out-of-the-box bandwidth,4989205,40
886,Feedspan,4/16/2022,Upside,Integrated dedicated extranet,harness proactive experiences,1242164,100
887,Wordware,9/24/2022,Commit,Distributed transitional hierarchy,revolutionize impactful e-markets,5065475,40
888,Dabshots,2/17/2023,Upside,Streamlined mobile help-desk,exploit world-class content,9034940,60
889,Twitterbridge,7/1/2022,Commit,Versatile leading edge flexibility,morph world-class e-commerce,4340132,20
890,Meezzy,1/27/2023,Discovery,Multi-tiered directional intranet,streamline viral mindshare,1373185,20
891,Skyble,10/2/2022,Won,Digitized bi-directional initiative,leverage front-end initiatives,5281062,100
892,Skiptube,3/15/2022,Lost,User-friendly homogeneous standardization,drive virtual infomediaries,1428686,20
893,Browsetype,2/12/2022,Lost,Synergized intangible process improvement,cultivate killer action-items,7215709,20
894,Dablist,11/7/2022,Commit,Multi-tiered object-oriented leverage,aggregate back-end infrastructures,7384145,20
895,Nlounge,3/9/2022,Open,Robust homogeneous circuit,redefine extensible models,7130578,20
896,Gigaclub,1/7/2022,Won,Programmable optimal artificial intelligence,engineer next-generation action-items,5957806,80
897,Quatz,3/25/2022,Lost,Realigned hybrid knowledge user,engage turn-key partnerships,7905241,60
898,Aivee,2/7/2023,Won,Polarised 24 hour methodology,aggregate scalable web services,5903712,100
899,Youopia,8/20/2022,Commit,Profit-focused asynchronous hierarchy,recontextualize front-end paradigms,7177895,60
900,Voonix,5/25/2022,Commit,Realigned systemic groupware,mesh next-generation relationships,937540,60
901,Meeveo,2/1/2023,Won,Virtual leading edge task-force,extend web-enabled experiences,4576394,100
902,Vinte,3/13/2022,Open,Extended stable intranet,scale B2C niches,90762,40
903,Zoombox,10/6/2022,Lost,User-centric global alliance,orchestrate viral e-services,1525882,40
904,Zava,8/9/2022,Discovery,Function-based web-enabled contingency,cultivate mission-critical portals,4896295,20
905,Browsezoom,7/5/2022,Upside,Exclusive mission-critical solution,synthesize distributed partnerships,8266122,20
906,Brainbox,1/24/2023,Lost,Enterprise-wide impactful system engine,revolutionize plug-and-play mindshare,3312175,60
907,Gevee,12/28/2022,Upside,Cross-platform grid-enabled local area network,morph compelling infrastructures,5364328,100
908,Ooba,4/29/2022,Commit,Balanced actuating definition,brand ubiquitous technologies,2271798,80
909,Jabberbean,11/21/2022,Commit,Fundamental client-server approach,orchestrate dynamic niches,523365,20
910,Oodoo,3/26/2022,Won,Intuitive well-modulated projection,facilitate extensible bandwidth,3823531,80
911,Leenti,12/15/2022,Upside,Adaptive upward-trending adapter,drive innovative technologies,20783,80
912,Tazzy,4/19/2022,Lost,Re-engineered fault-tolerant open architecture,redefine vertical technologies,2438566,80
913,Abatz,4/16/2022,Won,User-centric actuating Graphic Interface,deliver synergistic models,5214024,40
914,Brainsphere,3/29/2022,Upside,Extended interactive orchestration,transition efficient eyeballs,4990630,40
915,Gigashots,7/17/2022,Lost,Optimized asymmetric core,orchestrate out-of-the-box content,9590572,80
916,Einti,12/19/2022,Commit,Synchronised transitional middleware,enable strategic e-business,7388126,40
917,Skyble,2/7/2023,Won,Intuitive exuding solution,disintermediate 24/365 networks,2611815,20
918,Miboo,7/5/2022,Upside,Fundamental homogeneous structure,synthesize mission-critical infrastructures,1568706,40
919,Kwideo,6/14/2022,Commit,Function-based mission-critical attitude,mesh synergistic channels,8193194,60
920,Agimba,10/8/2022,Lost,Profound interactive implementation,synergize turn-key bandwidth,6677015,40
921,Linkbuzz,10/29/2022,Won,Down-sized clear-thinking monitoring,integrate enterprise deliverables,6843192,80
922,Wordpedia,10/23/2022,Won,Proactive clear-thinking collaboration,utilize scalable partnerships,3259824,20
923,Wordify,6/4/2022,Lost,Proactive modular software,leverage customized metrics,1766559,80
924,Abatz,1/26/2023,Open,Inverse impactful process improvement,maximize one-to-one technologies,1770218,100
925,Tagcat,2/28/2022,Upside,Object-based multi-tasking throughput,engineer e-business initiatives,4970306,40
926,Realbridge,4/10/2022,Lost,Switchable clear-thinking superstructure,incentivize e-business technologies,6105391,60
927,Jaloo,2/14/2022,Upside,Distributed modular structure,engineer bricks-and-clicks web services,1285816,40
928,Blogpad,1/19/2023,Lost,Open-architected encompassing collaboration,enable revolutionary web-readiness,1939202,100
929,Tazz,4/25/2022,Upside,Upgradable homogeneous support,unleash web-enabled e-markets,6978271,80
930,Bubblebox,3/8/2022,Open,Streamlined interactive challenge,mesh magnetic communities,4636588,100
931,Tagfeed,2/13/2022,Commit,Robust zero tolerance success,productize value-added initiatives,4327033,20
932,Skiba,1/30/2022,Upside,Extended systemic benchmark,utilize cutting-edge architectures,1918509,100
933,Wikibox,2/19/2023,Commit,Grass-roots web-enabled middleware,recontextualize rich partnerships,241478,60
934,Yodel,1/14/2023,Won,Triple-buffered motivating local area network,redefine out-of-the-box markets,6458483,40
935,Mymm,5/20/2022,Discovery,Reactive modular frame,brand collaborative architectures,3590177,40
936,Eimbee,2/28/2022,Discovery,Future-proofed zero tolerance parallelism,synthesize wireless partnerships,6005778,20
937,Flipbug,8/17/2022,Upside,Cross-group radical adapter,mesh B2B architectures,1503019,60
938,Npath,2/19/2022,Won,Optimized grid-enabled success,iterate web-enabled interfaces,4366963,80
939,Kanoodle,11/21/2022,Open,Team-oriented client-driven circuit,empower plug-and-play solutions,8590511,20
940,Feednation,2/6/2023,Lost,Multi-channelled demand-driven contingency,incubate robust architectures,1632796,100
941,Yakidoo,4/4/2022,Discovery,Pre-emptive systematic function,whiteboard interactive eyeballs,5869813,40
942,Meezzy,2/11/2023,Won,Mandatory 4th generation policy,incubate vertical markets,5159685,20
943,Fivespan,2/15/2023,Commit,Open-source explicit model,synthesize cross-media markets,7373195,60
944,Babbleblab,2/24/2022,Open,Monitored coherent moderator,seize customized e-commerce,2351167,60
945,Realbuzz,2/15/2022,Won,Synergistic asynchronous model,brand dynamic web services,3729606,40
946,Jetpulse,7/17/2022,Upside,Grass-roots even-keeled workforce,exploit bleeding-edge e-markets,4705736,20
947,Skimia,7/1/2022,Commit,Visionary disintermediate attitude,engage strategic metrics,896282,20
948,Brainbox,2/26/2023,Open,Synergistic transitional artificial intelligence,mesh leading-edge e-services,6069015,60
949,Gabtype,9/5/2022,Discovery,Switchable 4th generation data-warehouse,cultivate distributed systems,837403,60
950,Zoombox,11/25/2022,Upside,Diverse even-keeled strategy,seize sticky platforms,9512992,40
951,Meeveo,12/12/2022,Discovery,Customizable system-worthy matrices,transform impactful mindshare,3450362,100
952,Plajo,6/6/2022,Commit,Organic intermediate info-mediaries,generate proactive paradigms,6416637,100
953,Zoonder,3/2/2023,Lost,Extended systematic core,reintermediate granular systems,8732484,60
954,Twitterbeat,11/5/2022,Discovery,Multi-tiered multi-state Graphic Interface,mesh efficient paradigms,1110693,60
955,Ailane,5/10/2022,Lost,Exclusive bi-directional toolset,extend rich synergies,6708170,60
956,Kwinu,1/24/2022,Won,Advanced client-server emulation,integrate vertical platforms,3670111,60
957,Thoughtstorm,8/16/2022,Open,Triple-buffered full-range knowledge base,e-enable turn-key content,8454129,80
958,Brainbox,4/8/2022,Discovery,Versatile 3rd generation array,optimize turn-key portals,4040525,40
959,Jayo,1/6/2023,Commit,Pre-emptive 5th generation intranet,streamline front-end web-readiness,1622218,60
960,Fivespan,1/26/2023,Won,Automated motivating conglomeration,utilize revolutionary eyeballs,9613590,20
961,Flashset,1/18/2023,Lost,Reverse-engineered national moderator,visualize sticky supply-chains,2059498,60
962,Fiveclub,1/3/2022,Discovery,Open-source holistic ability,optimize seamless communities,5402429,60
963,Zooveo,10/7/2022,Won,Monitored 4th generation success,e-enable killer e-markets,9331460,40
964,Skiba,8/1/2022,Lost,Vision-oriented bi-directional policy,engineer killer markets,1845457,40
965,Ailane,5/14/2022,Won,Focused 3rd generation support,revolutionize rich bandwidth,5244544,80
966,Riffpedia,1/29/2023,Upside,Reactive exuding firmware,transition next-generation supply-chains,6928408,80
967,Einti,8/10/2022,Won,Streamlined human-resource pricing structure,engage 24/365 e-business,9801859,60
