CompName,closedate,OppStage,OppName,Desc,amount,prob
Pixope,03/13/2022,Commit,Virtual leading edge capability,enable impactful applications,5161530,60
Jayo,03/25/2022,Open,Multi-lateral hybrid installation,evolve dot-com niches,5328437,60
Tagcat,07/27/2022,Won,Stand-alone intermediate project,productize compelling functionalities,388144,60
Babbleset,02/28/2022,Discovery,Right-sized 4th generation structure,disintermediate web-enabled models,7157308,60
Photofeed,11/07/2022,Commit,Polarised holistic capacity,productize turn-key networks,1920511,20
Feedfire,07/21/2022,Upside,Function-based composite archive,deploy customized models,7199723,100
Ntag,12/04/2022,Won,Managed analyzing access,streamline intuitive eyeballs,4394751,20
Skajo,02/13/2022,Commit,Virtual didactic function,streamline next-generation users,2820551,100
Gigashots,06/28/2022,Commit,Fundamental interactive moderator,leverage cutting-edge technologies,1610392,60
Rhybox,02/10/2023,Open,Virtual foreground functionalities,maximize cutting-edge web-readiness,5489681,60
Tagtune,04/02/2022,Upside,Implemented encompassing task-force,deploy virtual solutions,4123473,40
Devpoint,01/09/2022,Won,Fully-configurable fault-tolerant projection,evolve distributed users,3007056,80
Ailane,01/01/2023,Commit,Triple-buffered real-time circuit,redefine innovative mindshare,1459522,100
Kwinu,06/30/2022,Open,Balanced optimizing archive,target wireless paradigms,7432781,80
Rhybox,12/25/2022,Lost,Implemented responsive synergy,embrace real-time networks,2079419,60
Vitz,03/04/2022,Lost,Intuitive 6th generation approach,exploit best-of-breed platforms,5800000,100
Bubbletube,06/30/2022,Commit,Adaptive stable portal,mesh collaborative paradigms,9579850,60
Browsetype,01/13/2023,Upside,User-friendly multi-state internet solution,embrace front-end metrics,1314816,20
Voomm,09/13/2022,Upside,Grass-roots intermediate utilisation,drive extensible platforms,2041129,100
Tagchat,04/28/2022,Discovery,Realigned upward-trending parallelism,incentivize intuitive vortals,6271222,100
Realfire,03/02/2023,Open,Future-proofed intangible analyzer,strategize magnetic applications,5225480,20
Flashspan,05/01/2022,Upside,Visionary motivating protocol,incentivize B2B web-readiness,6895900,40
Snaptags,06/20/2022,Commit,Self-enabling bandwidth-monitored approach,engage killer interfaces,203201,80
Tazzy,05/30/2022,Upside,User-centric scalable complexity,architect leading-edge eyeballs,29941,60
Thoughtstorm,08/01/2022,Commit,Mandatory bandwidth-monitored interface,strategize strategic infrastructures,3732683,100
Meetz,02/16/2023,Commit,Self-enabling didactic system engine,architect virtual initiatives,8885903,100
Quatz,11/16/2022,Upside,Virtual client-server matrices,strategize innovative niches,8832908,80
Meembee,08/16/2022,Open,Open-source 24 hour moderator,target cutting-edge technologies,6461375,100
Linkbridge,09/22/2022,Lost,Diverse stable superstructure,whiteboard global synergies,311908,100
Dynabox,02/26/2023,Commit,Customizable 4th generation help-desk,implement killer e-tailers,2228099,100
Jabberbean,09/08/2022,Discovery,Extended executive access,reinvent innovative markets,9894993,60
Meetz,11/14/2022,Discovery,Reverse-engineered upward-trending complexity,grow B2B experiences,3027770,100
Buzzshare,10/22/2022,Open,Adaptive optimizing complexity,engineer rich relationships,9329453,80
Fivechat,02/23/2022,Discovery,Distributed context-sensitive open system,deploy B2C action-items,2783673,20
Linklinks,06/01/2022,Lost,Object-based foreground orchestration,unleash impactful solutions,2310656,60
Yoveo,03/14/2023,Lost,Enterprise-wide 5th generation task-force,brand extensible architectures,1184577,80
Zoomlounge,10/08/2022,Discovery,Virtual contextually-based software,enable leading-edge models,8384726,40
Yakitri,10/07/2022,Won,Balanced scalable hierarchy,transition granular partnerships,172979,100
Devify,11/04/2022,Won,Devolved national definition,leverage transparent e-commerce,7221125,80
Dynabox,06/22/2022,Open,Managed uniform capacity,innovate rich users,5965043,80
Yamia,02/26/2023,Commit,Distributed empowering info-mediaries,extend 24/365 bandwidth,2448005,20
Shufflebeat,04/21/2022,Upside,Synergized foreground moderator,scale magnetic supply-chains,4896544,20
Browseblab,08/10/2022,Upside,User-friendly non-volatile artificial intelligence,facilitate web-enabled interfaces,4837078,100
Aimbo,07/18/2022,Lost,Optimized demand-driven synergy,target cross-media synergies,6455302,20
Demivee,03/08/2023,Discovery,Phased tangible adapter,benchmark plug-and-play e-tailers,7288275,20
Latz,05/12/2022,Commit,Organized secondary leverage,deploy enterprise schemas,4268701,20
Voonyx,06/28/2022,Lost,Managed zero administration data-warehouse,leverage global methodologies,825712,100
Feedspan,04/28/2022,Upside,User-centric zero defect toolset,transition dot-com convergence,7637273,20
Layo,08/16/2022,Discovery,Face to face optimizing leverage,extend 24/365 relationships,4466990,20
Twinte,02/22/2022,Lost,Optional methodical product,revolutionize integrated supply-chains,1560361,100
Rhycero,08/09/2022,Won,Triple-buffered coherent intranet,morph 24/365 initiatives,4345209,20
Janyx,12/03/2022,Open,Up-sized asymmetric circuit,streamline out-of-the-box systems,4156170,20
Dynabox,07/21/2022,Upside,Optional encompassing internet solution,utilize value-added e-tailers,3275373,60
Muxo,04/29/2022,Won,Reactive web-enabled capacity,extend e-business e-business,6994849,60
Skippad,09/01/2022,Won,Customer-focused fault-tolerant function,generate holistic eyeballs,1641094,100
Kwilith,06/26/2022,Commit,Optional asymmetric secured line,revolutionize integrated convergence,7199257,60
Gabcube,02/19/2023,Upside,Progressive grid-enabled core,strategize efficient convergence,4740969,20
Blogtags,02/13/2022,Commit,Re-engineered content-based attitude,facilitate turn-key supply-chains,4692770,60
Fivespan,09/02/2022,Commit,Total interactive product,brand e-business e-tailers,7813053,60
Blogtags,07/14/2022,Lost,Cross-group background leverage,embrace sticky mindshare,9338546,60
Nlounge,03/11/2023,Won,Customizable encompassing concept,orchestrate distributed e-business,8670654,100
Rhyzio,07/23/2022,Lost,Open-source eco-centric function,mesh ubiquitous solutions,2685601,20
Dablist,03/30/2022,Won,Customizable background projection,revolutionize sticky users,1611671,20
Twitternation,03/22/2022,Upside,Up-sized well-modulated open architecture,optimize cross-media infomediaries,2364317,40
Jabbersphere,06/28/2022,Upside,Business-focused 5th generation process improvement,target compelling technologies,9635213,40
Layo,02/04/2022,Upside,Exclusive methodical functionalities,benchmark killer systems,4888530,20
Jayo,07/16/2022,Commit,Profit-focused motivating framework,facilitate efficient metrics,9564237,40
Linkbridge,12/08/2022,Open,Compatible bi-directional support,productize B2C channels,6030811,100
Npath,07/01/2022,Upside,Balanced bandwidth-monitored protocol,scale virtual web services,9502920,20
Babblestorm,01/22/2022,Won,Multi-lateral stable archive,envisioneer impactful vortals,5173283,60
Skidoo,08/02/2022,Lost,Integrated well-modulated secured line,whiteboard viral systems,4565384,60
Myworks,04/07/2022,Discovery,Managed hybrid website,facilitate value-added networks,1967848,40
Flipopia,02/14/2022,Lost,Public-key impactful focus group,leverage mission-critical e-markets,6176394,100
Zoovu,09/28/2022,Discovery,Triple-buffered tangible portal,envisioneer revolutionary networks,4387823,20
Oyope,08/08/2022,Commit,Pre-emptive secondary solution,evolve sticky mindshare,4862564,20
Gabtune,03/09/2022,Lost,Business-focused hybrid workforce,enhance magnetic metrics,7177236,20
Jabbersphere,07/09/2022,Upside,Persevering actuating initiative,synergize one-to-one action-items,2077266,80
Gigazoom,07/08/2022,Lost,Quality-focused dynamic customer loyalty,transform ubiquitous mindshare,4409183,80
Zazio,05/21/2022,Lost,Object-based impactful solution,engage scalable architectures,1749200,100
Yoveo,01/11/2022,Lost,Triple-buffered modular leverage,incentivize strategic infrastructures,9888871,100
Shufflebeat,07/30/2022,Lost,Integrated discrete structure,optimize world-class networks,9465718,60
Realmix,06/29/2022,Commit,Multi-tiered zero defect encryption,enable seamless content,2082519,60
Talane,01/19/2023,Lost,Reverse-engineered bottom-line leverage,iterate customized e-tailers,5334717,100
Skyndu,01/03/2023,Commit,Balanced asymmetric toolset,deploy bleeding-edge metrics,5999816,40
Edgeblab,02/20/2022,Commit,Monitored leading edge info-mediaries,integrate integrated methodologies,433468,20
Flipopia,12/05/2022,Discovery,Enterprise-wide multi-tasking capacity,drive compelling experiences,9731558,80
Buzzdog,11/20/2022,Commit,Inverse hybrid middleware,drive one-to-one e-commerce,1412544,80
Quinu,01/13/2022,Discovery,Robust global analyzer,e-enable visionary partnerships,6505327,80
Tambee,04/19/2022,Open,Centralized cohesive local area network,scale sticky methodologies,4703155,100
Trunyx,11/18/2022,Lost,Function-based mobile encoding,utilize robust applications,834681,100
Meejo,01/20/2022,Discovery,Customizable cohesive extranet,deliver e-business schemas,7324129,20
Gabspot,08/24/2022,Upside,Cross-group well-modulated service-desk,exploit e-business systems,3130991,80
Plambee,10/10/2022,Upside,Future-proofed zero defect portal,extend global bandwidth,9015399,100
Photobug,12/19/2022,Open,Down-sized interactive frame,envisioneer dynamic paradigms,673477,60
Latz,10/22/2022,Open,Re-contextualized fresh-thinking secured line,evolve customized schemas,5959479,20
Divavu,03/09/2022,Open,Universal scalable hardware,scale next-generation partnerships,3637201,100
Lajo,02/10/2023,Discovery,Networked zero defect ability,generate ubiquitous relationships,9817177,20
Zoomlounge,02/12/2023,Upside,Innovative bottom-line concept,matrix cutting-edge ROI,3937817,40
Jetpulse,12/06/2022,Discovery,Integrated discrete circuit,synthesize intuitive solutions,857216,40
Camimbo,12/23/2022,Commit,Synergized maximized solution,benchmark clicks-and-mortar content,4993725,20
Divape,10/26/2022,Won,Total needs-based moderator,scale efficient ROI,3234698,60
Wordpedia,09/16/2022,Discovery,Managed demand-driven architecture,engineer efficient applications,7540535,100
Chatterbridge,08/27/2022,Upside,Synergized user-facing access,syndicate bricks-and-clicks functionalities,4160242,20
Zoomlounge,02/03/2022,Lost,Intuitive high-level open architecture,deploy collaborative systems,7032912,20
Linkbridge,11/26/2022,Lost,Total 24/7 monitoring,iterate mission-critical ROI,3386101,20
Aimbo,05/14/2022,Commit,Organized exuding challenge,expedite value-added content,8726858,100
Fivespan,02/20/2022,Discovery,Ergonomic reciprocal matrices,innovate world-class ROI,306146,100
Quaxo,01/18/2023,Won,Fully-configurable multimedia access,streamline real-time convergence,1888104,20
Demimbu,02/13/2023,Lost,Programmable object-oriented installation,empower sticky supply-chains,4511807,60
Eire,11/16/2022,Commit,Synergistic incremental complexity,enhance compelling communities,826251,20
Brainsphere,05/05/2022,Lost,Persevering discrete utilisation,benchmark wireless niches,7062519,60
Geba,08/27/2022,Upside,Mandatory didactic budgetary management,optimize dot-com methodologies,7149541,100
Eadel,09/14/2022,Open,Innovative 24 hour paradigm,revolutionize virtual communities,3147792,80
Realcube,01/25/2022,Lost,Progressive transitional initiative,benchmark scalable schemas,3631130,40
Npath,02/26/2023,Upside,Vision-oriented static budgetary management,extend interactive markets,3584383,20
Mycat,07/11/2022,Discovery,Mandatory 24/7 approach,deploy front-end e-markets,4885574,60
Katz,09/22/2022,Discovery,Multi-layered background model,enable revolutionary deliverables,7887513,100
Roombo,05/31/2022,Lost,User-friendly systemic functionalities,syndicate innovative metrics,6698518,80
Layo,08/15/2022,Discovery,Digitized mobile database,incentivize virtual supply-chains,6554365,60
Fanoodle,09/16/2022,Open,User-centric bifurcated frame,drive web-enabled e-tailers,4880148,40
Skyba,01/27/2023,Discovery,Reverse-engineered 6th generation portal,matrix scalable niches,3455073,40
Camido,09/12/2022,Discovery,Ameliorated user-facing collaboration,deploy scalable action-items,5496750,60
Demimbu,07/30/2022,Upside,Grass-roots disintermediate firmware,enable next-generation infrastructures,3238798,60
Fivebridge,10/15/2022,Open,Intuitive systematic solution,synergize leading-edge vortals,336766,20
Reallinks,10/31/2022,Lost,Pre-emptive content-based info-mediaries,implement dot-com schemas,2195606,80
Shuffletag,07/04/2022,Upside,Pre-emptive analyzing database,maximize plug-and-play synergies,5166491,60
Meevee,01/07/2023,Open,Future-proofed upward-trending process improvement,aggregate best-of-breed vortals,4664615,20
Myworks,01/03/2023,Lost,Face to face static forecast,enhance magnetic experiences,772379,80
Yodoo,11/14/2022,Won,Open-architected fault-tolerant moderator,integrate e-business content,5974606,20
Miboo,05/12/2022,Lost,Multi-layered responsive analyzer,productize compelling interfaces,9158610,100
Agimba,10/28/2022,Discovery,Networked coherent synergy,revolutionize interactive supply-chains,1112699,100
Gigabox,07/28/2022,Upside,Grass-roots user-facing extranet,productize turn-key systems,7190592,40
Babbleopia,02/04/2022,Lost,Secured full-range infrastructure,incentivize collaborative technologies,6719753,20
Meezzy,10/01/2022,Upside,Compatible explicit data-warehouse,leverage holistic communities,5199089,80
Livetube,09/04/2022,Won,Down-sized didactic approach,deploy integrated web-readiness,4698882,60
Avavee,05/31/2022,Discovery,Universal multi-tasking artificial intelligence,strategize enterprise systems,2495280,40
Digitube,06/23/2022,Open,Realigned asynchronous task-force,synthesize end-to-end vortals,7038481,40
Edgeblab,03/15/2022,Open,Monitored impactful matrices,orchestrate magnetic action-items,2025136,60
Tagopia,11/11/2022,Commit,Stand-alone 5th generation process improvement,envisioneer user-centric niches,5053503,40
Kaymbo,02/27/2022,Lost,Monitored tertiary time-frame,scale front-end bandwidth,6329441,80
Photojam,02/20/2023,Commit,Open-architected solution-oriented internet solution,transform leading-edge communities,2159455,40
Realpoint,12/31/2022,Commit,Reactive 6th generation array,orchestrate efficient models,3321522,80
Feednation,03/12/2023,Upside,Seamless non-volatile orchestration,target best-of-breed e-services,9444593,100
Yodoo,02/14/2022,Won,Extended local flexibility,mesh intuitive methodologies,3592584,40
Youbridge,12/14/2022,Discovery,Total needs-based superstructure,enhance one-to-one vortals,8814231,100
Topicstorm,04/23/2022,Upside,Polarised regional capability,monetize scalable metrics,6969844,40
Yamia,01/20/2022,Commit,Synergistic intermediate budgetary management,redefine next-generation solutions,1928703,60
Youtags,03/14/2022,Upside,Vision-oriented disintermediate customer loyalty,transform distributed e-commerce,4627838,40
Yakitri,04/02/2022,Commit,Synergistic actuating Graphic Interface,strategize cross-platform systems,7514457,80
Tekfly,01/01/2022,Won,Synergistic value-added archive,iterate viral e-services,124167,60
Zoomlounge,10/18/2022,Open,Pre-emptive client-server website,incubate transparent communities,8961352,60
Browsecat,07/27/2022,Open,Team-oriented impactful core,scale next-generation networks,1445866,40
Feedspan,09/04/2022,Upside,Streamlined dedicated standardization,syndicate value-added paradigms,9235258,100
Flipstorm,02/21/2023,Lost,Multi-lateral 4th generation internet solution,harness distributed schemas,6766933,100
Babbleblab,09/28/2022,Upside,Expanded intangible open architecture,facilitate compelling web-readiness,5494791,40
Buzzshare,01/26/2022,Won,Automated didactic adapter,deliver distributed interfaces,4560742,80
Dabjam,05/14/2022,Discovery,Intuitive systemic time-frame,redefine ubiquitous users,5180169,60
Feedfire,09/04/2022,Upside,Adaptive fresh-thinking middleware,streamline customized mindshare,3141256,60
Centizu,04/15/2022,Won,Operative client-server internet solution,repurpose customized relationships,1190201,20
Tambee,09/01/2022,Lost,User-friendly static solution,scale bleeding-edge mindshare,7886580,60
Zoonoodle,12/27/2022,Upside,Cross-platform fresh-thinking challenge,enable clicks-and-mortar interfaces,7168708,40
Tagfeed,08/10/2022,Discovery,Ergonomic next generation emulation,architect holistic functionalities,9122326,80
Trunyx,10/12/2022,Upside,Stand-alone demand-driven contingency,matrix open-source paradigms,7920245,40
Oyope,01/22/2023,Open,Customizable empowering intranet,innovate sexy markets,6685677,60
Trupe,07/31/2022,Open,Re-contextualized reciprocal software,iterate interactive e-commerce,8115596,100
Realcube,01/29/2022,Commit,Inverse contextually-based infrastructure,unleash sexy deliverables,2820924,60
Kimia,07/22/2022,Commit,Configurable mission-critical website,syndicate synergistic systems,3875344,40
Fivechat,05/09/2022,Lost,Enterprise-wide maximized leverage,incubate synergistic users,9784495,40
Zoozzy,04/11/2022,Lost,Multi-channelled solution-oriented workforce,enable innovative e-markets,6053519,20
Feedfish,04/06/2022,Lost,Automated mission-critical customer loyalty,aggregate robust architectures,500705,80
Kwilith,02/13/2022,Open,Reverse-engineered exuding help-desk,incentivize interactive solutions,9581088,40
Avavee,10/19/2022,Lost,Optional client-server architecture,revolutionize proactive synergies,6229821,20
Livetube,02/25/2022,Lost,Organized bifurcated workforce,extend out-of-the-box relationships,2456956,80
Agimba,06/23/2022,Open,Self-enabling 5th generation application,matrix world-class e-markets,3915319,100
Vinder,03/24/2022,Commit,Ergonomic object-oriented methodology,orchestrate granular technologies,3479568,80
Skyndu,01/08/2023,Open,Stand-alone disintermediate product,architect e-business initiatives,6888681,80
Snaptags,11/11/2022,Discovery,Fundamental systematic array,visualize open-source deliverables,9603071,20
Aibox,02/02/2022,Lost,Decentralized attitude-oriented knowledge user,deploy visionary convergence,1876863,60
Twiyo,11/15/2022,Discovery,Multi-layered maximized circuit,redefine leading-edge e-markets,9529477,20
Tanoodle,02/27/2022,Open,Multi-channelled even-keeled flexibility,mesh granular vortals,9699569,20
Fatz,05/21/2022,Lost,Customer-focused maximized process improvement,exploit e-business communities,1911705,100
Zoomzone,05/27/2022,Open,Streamlined executive implementation,target distributed methodologies,4099425,100
Oyoloo,09/27/2022,Won,Open-source systematic support,synthesize sexy synergies,8524952,80
Shufflebeat,09/26/2022,Discovery,Open-architected systematic open system,drive out-of-the-box vortals,6068745,20
Muxo,03/03/2023,Lost,Visionary modular software,leverage interactive applications,6123742,20
Mycat,07/19/2022,Discovery,Function-based context-sensitive benchmark,maximize wireless technologies,1974088,100
Yakitri,08/10/2022,Discovery,Face to face well-modulated knowledge base,visualize granular experiences,9679041,80
Jabbertype,03/13/2023,Won,Cross-platform actuating leverage,facilitate vertical systems,1797406,80
Meetz,07/31/2022,Discovery,Distributed incremental portal,envisioneer revolutionary applications,3150896,100
Edgeclub,04/21/2022,Discovery,Multi-channelled optimal archive,integrate holistic models,9467363,60
Skidoo,09/28/2022,Open,Grass-roots hybrid challenge,leverage integrated deliverables,8882940,40
Demivee,02/24/2022,Won,Mandatory didactic application,leverage enterprise initiatives,5684373,60
Tambee,10/29/2022,Won,Cross-group static parallelism,target B2B channels,2588558,60
Photobean,06/09/2022,Lost,Balanced maximized definition,exploit bricks-and-clicks channels,4730808,80
Kayveo,12/11/2022,Lost,Quality-focused background application,seize granular relationships,5334343,40
Eire,03/27/2022,Open,Reduced exuding forecast,architect cutting-edge e-business,2683073,80
Devshare,05/27/2022,Discovery,Programmable coherent adapter,aggregate enterprise ROI,9816891,40
Twiyo,09/09/2022,Open,Realigned high-level forecast,optimize B2B metrics,5577393,60
Skyvu,12/13/2022,Lost,Multi-channelled foreground application,benchmark wireless models,4319384,80
Realfire,02/14/2022,Lost,Upgradable context-sensitive extranet,integrate efficient infomediaries,5880458,80
Wikizz,03/24/2022,Upside,Down-sized even-keeled implementation,orchestrate cross-media experiences,7445836,40
Jaloo,12/10/2022,Discovery,Persistent multimedia open architecture,engineer front-end e-commerce,447309,80
Blogtags,04/30/2022,Lost,Innovative eco-centric parallelism,synergize mission-critical solutions,7773203,40
Bubblemix,06/23/2022,Won,Open-architected discrete moratorium,facilitate one-to-one markets,8069397,60
Twimm,05/28/2022,Open,Down-sized impactful implementation,orchestrate user-centric deliverables,1218015,80
Yodo,08/06/2022,Upside,Centralized high-level structure,engineer customized web-readiness,359605,60
Eadel,05/10/2022,Upside,Multi-layered global ability,empower B2B technologies,1562520,60
Dabfeed,02/19/2023,Won,Distributed full-range website,e-enable impactful solutions,8472425,80
Katz,02/23/2023,Upside,Extended asymmetric open system,strategize 24/7 bandwidth,1039628,100
Skynoodle,09/26/2022,Commit,Reduced didactic strategy,recontextualize impactful web services,758755,60
Npath,02/01/2022,Lost,Switchable discrete budgetary management,implement value-added networks,8542672,20
Yamia,06/01/2022,Commit,Quality-focused multi-tasking framework,exploit robust e-commerce,8684359,100
Oyonder,04/09/2022,Discovery,Optimized tangible toolset,empower 24/365 partnerships,5931413,20
Mymm,01/25/2023,Discovery,Front-line coherent open architecture,innovate synergistic methodologies,3506307,60
Skimia,05/04/2022,Discovery,Extended systematic frame,expedite customized e-commerce,9972179,60
Youspan,02/18/2023,Open,Reactive national website,synergize 24/365 bandwidth,1280625,20
Yakidoo,08/18/2022,Open,Stand-alone zero administration database,visualize bleeding-edge systems,4982331,20
Quinu,03/15/2022,Discovery,Reduced grid-enabled help-desk,aggregate scalable supply-chains,3313921,20
Devshare,05/22/2022,Commit,Reactive modular definition,syndicate cutting-edge paradigms,4809558,20
Mynte,02/27/2023,Discovery,Multi-layered needs-based productivity,incubate interactive partnerships,2071993,80
Voomm,11/14/2022,Open,Multi-lateral secondary extranet,synergize cross-platform functionalities,1479803,40
Feedfish,10/12/2022,Commit,Self-enabling even-keeled architecture,target ubiquitous applications,4081819,60
Flashspan,06/03/2022,Won,Secured global ability,iterate 24/365 infrastructures,7605835,40
Gabspot,11/24/2022,Lost,Pre-emptive zero defect standardization,implement efficient channels,915995,100
Vinder,01/27/2023,Upside,Digitized scalable task-force,integrate ubiquitous e-services,9669518,40
Reallinks,12/10/2022,Upside,Multi-tiered attitude-oriented orchestration,implement sticky schemas,5151601,60
Centizu,02/04/2023,Upside,Operative cohesive algorithm,leverage best-of-breed platforms,9114674,80
Dazzlesphere,11/06/2022,Open,Synergized executive concept,cultivate compelling infomediaries,9858373,60
Devshare,01/15/2023,Commit,Automated encompassing architecture,engage efficient supply-chains,6014646,100
Thoughtstorm,02/27/2022,Open,Robust value-added system engine,evolve proactive interfaces,8450669,20
Jaxspan,12/14/2022,Upside,Universal heuristic interface,monetize cutting-edge web services,5656639,100
Meezzy,11/08/2022,Lost,Future-proofed object-oriented strategy,productize collaborative systems,2655672,40
Pixope,02/28/2022,Lost,Versatile full-range concept,whiteboard dot-com ROI,6071346,80
Wikibox,01/28/2023,Discovery,Focused well-modulated productivity,iterate holistic technologies,5378448,60
Meedoo,01/30/2022,Commit,Profit-focused 6th generation groupware,integrate e-business models,3546070,100
Mynte,01/28/2022,Upside,Universal intangible data-warehouse,transition customized deliverables,4542559,80
Jetwire,10/06/2022,Open,Decentralized bi-directional architecture,synergize cutting-edge deliverables,8359777,100
Shufflester,05/05/2022,Commit,Multi-layered composite architecture,strategize magnetic initiatives,2781923,80
Realcube,02/09/2023,Upside,Triple-buffered contextually-based adapter,enhance strategic web services,8828737,100
Avamba,06/06/2022,Upside,Face to face 6th generation moderator,repurpose turn-key portals,5703139,60
Einti,02/10/2022,Open,Focused even-keeled product,syndicate dot-com models,8741419,60
Yabox,06/17/2022,Commit,Phased optimizing Graphic Interface,enable interactive platforms,8050124,20
Agimba,06/01/2022,Lost,Advanced zero defect software,mesh interactive methodologies,8688406,100
Ooba,05/01/2022,Commit,Multi-channelled 6th generation internet solution,productize virtual vortals,2301057,60
Blognation,04/10/2022,Discovery,Fundamental discrete complexity,incubate proactive channels,1930054,40
Nlounge,01/04/2023,Open,Universal bifurcated customer loyalty,reinvent clicks-and-mortar content,9431003,20
Realcube,03/28/2022,Won,Compatible real-time analyzer,streamline wireless channels,8247806,40
Edgeify,01/22/2022,Won,Distributed object-oriented interface,deploy wireless e-business,7477487,80
Riffwire,07/03/2022,Won,Persevering multimedia local area network,brand innovative convergence,9587540,20
Brightbean,01/12/2023,Upside,Quality-focused bifurcated policy,harness scalable models,9957216,80
Linkbuzz,02/24/2022,Discovery,Seamless fault-tolerant middleware,whiteboard integrated initiatives,2939188,20
Blogtags,08/21/2022,Lost,Secured incremental knowledge base,harness e-business web-readiness,2150661,100
Brainsphere,02/05/2023,Lost,Advanced regional intranet,productize back-end e-markets,5207473,80
Snaptags,10/30/2022,Lost,Expanded multi-tasking intranet,cultivate global e-services,7719394,80
Thoughtbridge,02/11/2023,Open,Programmable multimedia implementation,deploy plug-and-play schemas,2909338,60
Zava,01/16/2022,Won,Optional zero tolerance paradigm,exploit scalable architectures,9646331,100
Yotz,09/23/2022,Lost,Balanced incremental moratorium,enable scalable e-tailers,5656069,80
Pixoboo,11/14/2022,Won,Enterprise-wide motivating standardization,deploy dynamic web services,5436892,60
Tagfeed,05/18/2022,Lost,De-engineered scalable approach,matrix bleeding-edge mindshare,7719493,80
Feedfire,01/01/2023,Open,Up-sized clear-thinking challenge,repurpose killer models,1671443,20
Wikibox,08/01/2022,Lost,Extended directional toolset,generate efficient e-commerce,1293931,40
Demizz,02/04/2023,Commit,Reactive reciprocal infrastructure,synthesize vertical solutions,227976,20
Skyndu,11/06/2022,Commit,Operative disintermediate encoding,synthesize frictionless architectures,3771272,80
Eimbee,02/08/2023,Lost,Devolved grid-enabled architecture,reinvent bricks-and-clicks synergies,6662849,20
Jetpulse,09/07/2022,Upside,Realigned background ability,drive integrated e-commerce,1249413,20
Oloo,07/19/2022,Won,Persevering leading edge help-desk,enhance ubiquitous action-items,5568892,60
Minyx,08/06/2022,Lost,Cross-group tangible architecture,cultivate open-source relationships,23683,20
Skalith,08/29/2022,Commit,Universal neutral implementation,synthesize sexy communities,5988726,60
Zooveo,05/23/2022,Open,Stand-alone high-level access,envisioneer clicks-and-mortar e-markets,4163019,100
Trilith,05/28/2022,Open,Object-based 24 hour capacity,e-enable strategic ROI,2326427,20
Flashpoint,03/10/2022,Commit,Ergonomic dedicated synergy,facilitate customized mindshare,997508,80
Innojam,03/14/2023,Lost,Persistent actuating info-mediaries,recontextualize intuitive e-tailers,95391,40
Bluejam,01/11/2023,Open,Persistent real-time migration,productize compelling e-markets,2617938,100
Avavee,01/29/2023,Open,Face to face zero administration synergy,redefine cutting-edge architectures,2900838,40
Innotype,06/03/2022,Upside,Versatile disintermediate paradigm,streamline intuitive convergence,2271164,40
Rhybox,09/27/2022,Discovery,Operative intangible initiative,recontextualize extensible models,4900445,60
Photolist,08/12/2022,Upside,Decentralized grid-enabled Graphical User Interface,utilize distributed architectures,8557795,100
Minyx,04/24/2022,Lost,Virtual bi-directional toolset,seize best-of-breed web services,6147246,100
Mydo,10/29/2022,Upside,Virtual incremental leverage,whiteboard innovative mindshare,1001564,100
Gabspot,08/22/2022,Won,Configurable coherent superstructure,innovate global experiences,5494547,80
Skippad,02/20/2023,Won,Public-key didactic frame,grow magnetic convergence,3152278,100
Jaxworks,01/12/2022,Lost,Synergized bandwidth-monitored hierarchy,evolve e-business applications,9700249,100
Shuffletag,12/27/2022,Lost,Integrated radical project,innovate back-end e-commerce,4252046,40
Wordpedia,08/07/2022,Open,Robust global encryption,e-enable efficient technologies,9158437,40
DabZ,02/13/2023,Won,Organized scalable flexibility,empower holistic methodologies,9580469,100
Jaxworks,02/06/2022,Lost,Operative bottom-line productivity,reintermediate intuitive communities,3163538,60
Twiyo,02/27/2022,Open,Compatible zero defect project,engineer proactive web-readiness,9209440,60
Tagfeed,03/22/2022,Open,Visionary optimal array,recontextualize robust technologies,8435531,80
Meemm,01/01/2023,Open,Quality-focused mobile challenge,recontextualize real-time supply-chains,4216657,80
Mydo,07/03/2022,Lost,Up-sized 4th generation open system,drive next-generation markets,2247583,100
Eare,01/28/2022,Upside,Cloned needs-based workforce,whiteboard enterprise architectures,1375581,60
Pixonyx,03/03/2022,Lost,Multi-layered context-sensitive structure,orchestrate proactive supply-chains,1034760,40
Lazzy,10/15/2022,Discovery,Automated background framework,transform sticky convergence,3037547,40
Devpoint,06/19/2022,Won,Monitored regional synergy,empower synergistic mindshare,1863737,60
Realcube,10/13/2022,Open,Re-engineered explicit service-desk,whiteboard cross-media mindshare,9479082,40
Demimbu,10/25/2022,Open,Up-sized actuating internet solution,redefine ubiquitous infrastructures,7560977,20
Browsetype,10/24/2022,Won,Profound multimedia parallelism,strategize leading-edge applications,9076726,60
Mybuzz,07/07/2022,Commit,Devolved modular data-warehouse,incentivize back-end models,4942478,60
Twitterlist,10/23/2022,Won,Multi-lateral human-resource customer loyalty,visualize enterprise synergies,6264030,60
Zazio,02/04/2022,Commit,Right-sized didactic archive,matrix synergistic initiatives,8024651,80
Quinu,05/29/2022,Commit,Networked uniform success,matrix robust vortals,1590092,20
Buzzster,06/23/2022,Won,Cross-platform eco-centric projection,extend end-to-end mindshare,6923615,100
Zoomcast,02/26/2022,Commit,Total background frame,facilitate value-added solutions,7766765,80
